session_id,day,total_pnl,ASH_COATED_OSMIUM_pnl,HYDROGEL_PACK_pnl,INTARIAN_PEPPER_ROOT_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,VEV_5100_pnl,VEV_5200_pnl,VEV_5300_pnl,VEV_5400_pnl,VEV_5500_pnl,VEV_6000_pnl,VEV_6500_pnl,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2,VEV_5100_slope_per_step,VEV_5100_r2,VEV_5200_slope_per_step,VEV_5200_r2,VEV_5300_slope_per_step,VEV_5300_r2,VEV_5400_slope_per_step,VEV_5400_r2,VEV_5500_slope_per_step,VEV_5500_r2,VEV_6000_slope_per_step,VEV_6000_r2,VEV_6500_slope_per_step,VEV_6500_r2
55,-1,13666.004216240011,1691.23046875,2813.790870969533,7377.03125,1189.2339256724226,568.4629101298615,0,0,0,26.254790718194613,0,0,0,0,0,16.2496543200594,0.9762498794147806,1.6572190852503352,0.9647840345070127,4.456002597985464,0.8133201207395856,7.985645272198006,0.9998218434822774,1.5993527481177838,0.9037163038575298,0.5349891618108747,0.95883668413725,0,0,0,0,0,0,0.01644545469692625,0.2814035163637252,0,0,0,0,0,0,0,0,0,0
56,-2,11991.88233099622,2336.94921875,1773.271998686425,7366.03125,-38.152676538113155,516.2495868357355,0,0,0,37.53295326217196,0,0,0,0,0,12.644344579797368,0.9897722819526287,2.4088003919117202,0.9862048438799699,1.9011704819374426,0.7171144045256542,7.991141897030569,0.9999091459668688,-0.28714506985906874,0.09262822534818116,0.6022206196726282,0.9677161089906219,0,0,0,0,0,0,0.028156259104054896,0.4715762689767237,0,0,0,0,0,0,0,0,0,0
57,-1,12398.672513911313,1577.3974609375,2195.5313998910715,7409.03125,729.2733149283886,653.2719413627055,0,0,0,-180.41847761173403,14.585624403381914,0,0,0,0,12.59115851110096,0.9965834938453768,1.5030616703702642,0.9778612439226427,1.682274920688468,0.8941748897363953,7.994436714497262,0.999851740519384,0.9103832451702816,0.9134065562260528,0.6470333195806166,0.8992992939714108,0,0,0,0,0,0,-0.15230763339080478,0.5981672021429616,0.0062762741848835756,0.0877174687677736,0,0,0,0,0,0,0,0
58,-2,14790.73212417783,2149.224609375,3500.529037049506,7443.03125,1158.0648677468416,539.8823600064825,0,0,0,0,0,0,0,0,0,14.785190739852057,0.9945949019960952,2.0503652064902065,0.9569171061299925,3.462826966105383,0.9439123540850424,7.9843321420977675,0.9998301627991693,0.6882433609170989,0.43777864196706123,0.5994230642415966,0.947731788947774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-1,13234.651583156718,1704.8125,3283.5290847148717,7363.03125,517.6319092895719,365.64683915227397,0,0,0,0,0,0,0,0,0,14.033388349527245,0.9929308508705215,1.7366874991152335,0.9764919036423214,3.329203757034648,0.9140407422450103,7.971329255673005,0.9996082719888421,0.6469495056129042,0.8853935425403541,0.3492183320915,0.8693681342179991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-2,11491.635632777892,2020.05078125,1034.015139023657,7407.728515625,337.472475397808,658.8828274475445,0,0,3.485894033880953,30,0,0,0,0,0,11.720726301750192,0.9955246522377241,1.84837870684941,0.986778372655224,0.6534958552397061,0.5295483973008422,7.990868216448295,0.9998172084800121,0.5348659127980546,0.6190129080204576,0.6486289137250304,0.9337742816223762,0,0,0,0,0.0023508910917283115,0.18538646902888437,0.04213780559796186,0.7862264718943405,0,0,0,0,0,0,0,0,0,0
61,-1,11217.845484243888,2364.5048828125,340.70109181379667,7520.03125,329.86671803338686,717.9570101754416,0,0,0,-82.1125354411663,26.897066849929956,0,0,0,0,11.257079068118882,0.9936255435801492,2.4677046501441033,0.9829862591819205,0.09951269571465494,0.00890254998550317,7.9919188992314,0.9999261852967534,0.15225740165175639,0.14449852349647851,0.6417537195348477,0.9578166174519746,0,0,0,0,0,0,-0.09858043945760367,0.7332252309945226,0.002512141299701818,0.0029499067159670096,0,0,0,0,0,0,0,0
62,-2,11109.320581641718,2373.703125,173.26103457130012,7442.03125,673.2875448492196,457.4380060747608,0,0,0,-10.400378853562032,0,0,0,0,0,11.164792820884973,0.9875639870406631,2.3378342308732933,0.9822725862777513,-0.41505503779262515,0.11296606838597399,7.983028150621901,0.9998009598544475,0.7589558864161668,0.7374659437269374,0.5089534404364455,0.9525114634515255,0,0,0,0,0,0,-0.008923849670207795,0.4638808926504028,0,0,0,0,0,0,0,0,0,0
63,-1,13028.763446682407,2081.6171875,2833.7180683932384,7414.03125,280.53528832578013,419,0,0,0,0,-0.13834753661114974,0,0,0,0,13.485332830202163,0.9795641271890906,2.1181307490721553,0.9929000822207824,2.9057941879474027,0.6457057952613255,7.998867729838433,0.9998643925704427,0.17589818016289868,0.20510298351587306,0.29248953181919546,0.8433889036997646,0,0,0,0,0,0,0,0,-0.005847548637942907,0.3459361876036659,0,0,0,0,0,0,0,0
64,-2,12269.784134397421,2128.0771484375,1095.0242877536512,7391.03125,837.010865138669,818.6405830676013,0,0,0,0,0,0,0,0,0,12.430713788906711,0.9950301319272482,1.8819383997899624,0.9920952020717136,1.0394496147330423,0.7114744404644118,7.9847625454207485,0.9998081994186463,0.8343479180731576,0.8586344352533986,0.6902153108897656,0.7804181082763989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-1,14969.468555556396,2011.720703125,4713.859282828576,7337.03125,194.82456260727486,712.0327569955443,0,0,0,0,0,0,0,0,0,15.734800503663461,0.956739511788691,1.9215826606236763,0.991634941382645,5.041604332176309,0.7549055544377502,7.978150214187323,0.9996888288749544,0.0944960439255023,0.02252065436701354,0.698967252750649,0.9768047418033821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-2,20410.94255516778,2728.083984375,7164.554813861323,7394.03125,2244.1729991380707,776.0534555535887,0,0,0,86.58524353442021,17.460808705380146,0,0,0,0,20.166893448953275,0.9893069029784065,2.7410425865308676,0.9920964789074244,6.560600939457279,0.9199499888419296,7.985150334726507,0.9998208940760898,2.2432881780695655,0.8247449015871949,0.5283394930978705,0.646604263812236,0,0,0,0,0,0,0.08856300741115027,0.5965574330768251,0.01990890966002818,0.4916598333930744,0,0,0,0,0,0,0,0
67,-1,13980.754851238928,2489.828125,1362.586848752544,7364.03125,1272.4984631051193,1519.1388579946833,0,0,0,-27.328693613419517,0,0,0,0,0,14.890313519605009,0.9977157300204778,2.807506317268036,0.9866737083538695,1.7342082540352926,0.8940616720101814,7.982061643762815,0.9997680702854755,0.9519878642247627,0.8680967139806773,1.4472366014788574,0.8879597566156429,0,0,0,0,0,0,-0.03268716116481019,0.38118248825255197,0,0,0,0,0,0,0,0,0,0
68,-2,15387.676585780915,1932.5,5237.894156843133,7373.03125,354.3058840287558,489.9452949090264,0,0,0,0,0,0,0,0,0,15.204364248103676,0.9946646355502264,2.048448547950501,0.9767306747758174,4.3630917204128,0.9176210902801875,7.997488325494185,0.9999211422121295,0.32058169351429594,0.1169900604455198,0.47475396073190257,0.866982773959265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-1,16219.637717041669,1730.373046875,6636.456406843092,7355.03125,247.31268345034914,272.4072955120537,0,0,0,-21.942965638825754,0,0,0,0,0,15.760957655306411,0.9883658275328571,1.697681782070454,0.9414152795319557,4.885553013075515,0.8142707967887487,7.980802401257479,0.9997479828312678,0.5810409219200601,0.7668705980936567,0.6446652456409465,0.8225707490229773,0,0,0,0,0,0,-0.028785708658083584,0.6306392952762762,0,0,0,0,0,0,0,0,0,0
70,-2,12336.01955197621,2170.1640625,1605.7515602348722,7394.03125,544.5329446762626,623.2529044284202,0,0,0,-1.251654443978822,-0.4615154193677853,0,0,0,0,12.54169835177836,0.9937288201542976,2.155082316051066,0.9877861843331717,1.3945487432059556,0.8120425953331885,7.9861656093238125,0.9998432406274963,0.374015467014369,0.32136684148821476,0.6259530797065219,0.8999657471891528,0,0,0,0,0,0,-0.0015625733385052384,0.004077215054038296,0.007495709815164599,0.3476107712202003,0,0,0,0,0,0,0,0
71,-1,10544.608215195654,2135.921875,-428.3147916166927,7304.03125,597.8435533191587,912.9074358001972,0,0,0,22.218892692991744,0,0,0,0,0,10.425727553254676,0.9551904001018452,2.1482010708299772,0.976350173108047,-1.0164951666667636,0.2565462934275082,7.986245746915669,0.9998142120218748,0.3855038326447814,0.4325451854174304,0.9235841281714089,0.9399274188667173,0,0,0,0,0,0,-0.0013120586403762807,0.005001209359538846,0,0,0,0,0,0,0,0,0,0
72,-2,16183.789576542154,1894.359375,6047.335252326389,7443.03125,165.1499252153444,627.5386218385247,0,0,0,6.3751521618964375,0,0,0,0,0,17.778996956337195,0.9916864430175095,1.7706909255815506,0.9310472476702921,7.028823129094128,0.9581959595904087,7.987618634837385,0.9998571943065209,0.3576731919976106,0.5714679602499846,0.620143512753754,0.95389459959661,0,0,0,0,0,0,0.01404756207280043,0.41927831212471217,0,0,0,0,0,0,0,0,0,0
73,-1,12935.010904219294,2211.0625,1393.9732040906492,7372.03125,1433.8689997016918,558.9538395247964,0,0,0,-34.87888909784334,0,0,0,0,0,12.587318497525754,0.9922857097299382,1.802399009838463,0.9388239539472478,1.1206857364079408,0.8317159463074077,7.9773932761237445,0.9996768217287546,1.0978551666696506,0.873968566467128,0.6031820051894197,0.9236395275534681,0,0,0,0,0,0,-0.01419669670348864,0.3014277665616197,0,0,0,0,0,0,0,0,0,0
74,-2,12404.375180295408,2393.8095703125,813.9545393892786,7348.03125,550.7038937686593,1297.8759268249705,0,0,0,0,0,0,0,0,0,12.405807733817122,0.996575053350947,2.7136653416672947,0.9880270216727194,0.5112342531064097,0.5774484639395562,7.986539972409113,0.9998280432092228,0.07629349230227721,0.021509083575197062,1.1180746743319951,0.9434352588203567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-1,16361.559970031381,2037.0625,4581.501476683305,7374.03125,2028.1708085659193,344.199792305586,0,-3.4058575234282102,0,0,0,0,0,0,0,17.92590025182938,0.9856826399456925,1.9940718268804207,0.9843067629155215,4.947932902393358,0.9111856868283451,7.996912184621169,0.999902093496863,2.359729182649395,0.9000471490317451,0.6271144461758413,0.8535619761835115,0,0,0.00013970910917676774,0.0009477449074410865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-2,10755.966390968095,2027.0263671875,518.9942508404492,7389.03125,737.7050057261367,80.94666285600692,0,0,0,2.26285435800051,0,0,0,0,0,9.10296625869205,0.9038943667480902,1.9184456301370363,0.9884236900331904,-1.691641454119619,0.3378183118807217,7.984877262658513,0.9998050753778772,0.8940305211979751,0.6227615840800672,0.005573792557765176,0.0007547468317871402,0,0,0,0,0,0,-0.008319493739651773,0.11090017509507612,0,0,0,0,0,0,0,0,0,0
77,-1,11059.101042188386,1863.037109375,595.3729962802317,7316.03125,886.8418801336084,392.4915365741417,0,0,0,5.326269825404182,0,0,0,0,0,10.63752251500281,0.9840045448134569,1.9667471815850721,0.9870925190569819,-0.6509892805177552,0.1680654005354644,7.9902349465240095,0.999858856962763,0.9309692183224054,0.8172170558282773,0.39617402083497727,0.9089351421613692,0,0,0,0,0,0,0.00438642825410977,0.2942964774257584,0,0,0,0,0,0,0,0,0,0
78,-2,12964.847131865683,1943.189453125,2510.461911602557,7475.03125,504,522.4580709335823,0,0,0,14.769101362245124,-5.062655157700391,0,0,0,0,13.359328498557732,0.9913455833539822,2.001657567739599,0.989381561751519,2.362159544446524,0.7134711273192923,7.9963594785001035,0.9998882689897447,0.4660233347584981,0.5973453318024358,0.5191760988339339,0.9701413254795126,0,0,0,0,0,0,0.007147270455966432,0.39809316737931333,0.00680520382310903,0.24986320554059774,0,0,0,0,0,0,0,0
79,-1,12064.188224123414,1812.015625,1634.0736254391086,7411.03125,331.13647685718024,821.6931822288097,0,54.23806459831553,0,0,0,0,0,0,0,12.702702239276096,0.9960963463286682,1.899413642470283,0.9271587026693394,1.8275985551539917,0.8520682837428666,7.994770367061383,0.999876933954512,0.16579480081039952,0.4625682321470736,0.7705779016054588,0.8398418833605201,0,0,0.04454697217454499,0.6537878518546535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-2,13440.070089407185,2000.3671875,3255.996600941755,7363.03125,304.57966912779375,516.0953818376365,0,0,0,0,0,0,0,0,0,15.087398059162965,0.9871808299534376,1.8285316193812287,0.9822920411689718,3.8913089949270505,0.8507145632282821,7.987458696058305,0.9998300204660804,0.9836020958524495,0.7229550138762103,0.39649665294393954,0.7501597739469154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-1,11031.434246503773,2454.08984375,959.7112142146798,7406.03125,858.4376071374281,-586.0549917796598,0,0,0,-60.78067681867378,0,0,0,0,0,12.92611055803125,0.985661586549587,2.707859005325802,0.9782929343930294,1.4503535765479154,0.7751913252131305,7.987418499744671,0.9998617826116628,1.1976657876665677,0.7632423811595903,-0.35953723485173,0.1920356648841365,0,0,0,0,0,0,-0.057649076401934216,0.7082293644206842,0,0,0,0,0,0,0,0,0,0
82,-2,12075.460574785733,1923.4609375,1505.6994367672305,7315.03125,968.5226364940718,362.74631402443083,0,0,0,0,0,0,0,0,0,12.652363571623097,0.9941703522874509,1.5848999604116791,0.9055054018413339,1.6105916532268956,0.8056819155183854,7.988207371680028,0.9999216447320045,1.025313022944543,0.9106745983292709,0.4433515633599678,0.938266790505504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-1,11003.904209909146,1695.75,1020.2457132001582,7358.03125,287.97956877795514,591.4899346254042,0,0,0,50.40774330562789,0,0,0,0,0,11.152361181081195,0.9947354812740381,1.6940061260412822,0.9518767920969021,0.8204186796185825,0.5366228725032952,7.9935431148712395,0.9998709915577689,0.11443681033811003,0.03239202774864924,0.5158979769461911,0.9684723166044465,0,0,0,0,0,0,0.01405847326576138,0.24278840736717713,0,0,0,0,0,0,0,0,0,0
84,-2,12991.281528812218,1734.146484375,2379.9990524417663,7327.03125,848.8186929682706,679.8462071766044,0,0,0,0,21.439841850576883,0,0,0,0,14.455914379949032,0.9914353001008831,1.8803027989336583,0.956125665867687,3.136116627815878,0.9075208484425595,7.97808633970548,0.9996522081468628,0.7598869454801296,0.7782025157463023,0.6742376107962016,0.959215284220803,0,0,0,0,0,0,0,0,0.027284057217702305,0.7853523172321626,0,0,0,0,0,0,0,0
85,-1,13704.456823032537,1612.572265625,815.9378822234576,7402.03125,2848.297298795398,1039.980613765416,0,0,0,-11.784306936428493,-2.578180440306909,0,0,0,0,16.061878262445067,0.9734551675402491,1.7257294968252,0.9506417522497557,1.8101639868038517,0.6954782314688157,8.04487321059782,0.999823647525577,3.3009195267880025,0.9178425840027934,1.2214157695030206,0.8754329536738442,0,0,0,0,0,0,-0.04784355124549505,0.16667907253398762,0.006619823172656545,0.2595349265628189,0,0,0,0,0,0,0,0
86,-2,13906.256251674258,2029.7666015625,1770.3144393183757,7416.03125,2044.394818677527,645.7491421158559,0,0,0,0,0,0,0,0,0,14.545551869424237,0.9957424588203605,2.0577925343237844,0.9869672402916672,1.7062130419343993,0.88229093876596,7.998840768061471,0.999873100269982,2.1698751289250784,0.9186564481516096,0.6128303961794173,0.9465536016308437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-1,11955.546106129294,1913.44140625,1280.0725610452064,7342.03125,870.5222423836822,553.834471603619,0,0,0,26.256167194808256,-30.611992348021033,0,0,0,0,12.513383371367382,0.997265237548813,1.4809895593919031,0.9413885230777111,1.4672067354124758,0.9173874766214393,7.977598931368463,0.9997177980040451,0.8735187676444778,0.9231455439791758,0.7104917448862345,0.8974765881689449,0,0,0,0,0,0,0.04367874663538026,0.4770796772982888,-0.04010111397155011,0.5974827791899501,0,0,0,0,0,0,0,0
88,-2,14395.620943815624,2609.5625,3227.000396523421,7330.03125,825.5231006722315,558.3202349921703,20.857893400317153,0,0,-248.56545080516912,72.89101903265299,0,0,0,0,15.340427764220957,0.9980222914049639,2.6279239367227647,0.989912560277772,3.2578602801907866,0.9328929444067663,7.993098284580706,0.9999176830966708,1.0133283848055077,0.8356231071677426,0.6141558360337791,0.9588961418720267,0.014310912187935315,0.4876421600921511,0,0,0,0,-0.2247771585220145,0.5898125885533205,0.04452728822148575,0.4548116117089648,0,0,0,0,0,0,0,0
89,-1,11415.697586562947,1751.46484375,1174.9784447044512,7350.03125,331.69589805981377,815.9257184426965,0,0,0,-8.398568394016138,0,0,0,0,0,11.169632968604436,0.9898715264117672,1.7062121806321024,0.9891570792148123,1.2085038630785938,0.8982895190093856,7.985944050910848,0.9998331518909342,-0.5145311954225769,0.1899842265989876,0.7842200593694024,0.889319877524533,0,0,0,0,0,0,-0.0007159899638997468,0.0028873513554070773,0,0,0,0,0,0,0,0,0,0
90,-2,13395.878742499153,1803.9794921875,2867.708620107209,7372.03125,482.80320818998007,869.3561720144644,0,0,0,0,0,0,0,0,0,14.109085510831207,0.9985545294907986,1.70066561076522,0.966044908891322,3.1751889960639037,0.9722051389716199,7.990685082905786,0.9998886168896947,0.46014196226960147,0.8926750052258182,0.7824038588266663,0.8533667617873576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-1,12033.009387237562,2068.4140625,2663.734566740455,7347.03125,-669.1079333803791,569.4668073814537,0,39.21506309482214,14.255570901210433,0,0,0,0,0,0,12.9565900783981,0.997692508123291,1.9623210725027131,0.9855180045676886,2.740092613069013,0.9783200420154153,7.988285925000769,0.9998547502991249,-0.4023287161384705,0.4747491538945244,0.6165872314820768,0.7286663832667024,0,0,0.04539652372745858,0.7835389168768119,0.006235428754573036,0.13831245885370774,0,0,0,0,0,0,0,0,0,0,0,0
92,-2,12778.018362625739,2520.9970703125,903.7245592606196,7391.03125,1105.2280472987622,857.0374357538567,0,0,0,0,0,0,0,0,0,13.157645057783434,0.9953431275314073,2.3513871488637115,0.9777429956278287,0.9660432827505266,0.7639577472842122,7.979850726313617,0.9997828901087923,1.35126225462827,0.8346814160199831,0.5091016452273031,0.6463319566088529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,-1,12945.094331435837,2245.47265625,2167.6920363076497,7346.03125,514.6079616720963,671.2904272060914,0,0,0,0,0,0,0,0,0,13.374144107524062,0.9939819125988609,2.2602233348776317,0.9773214743639679,1.9037183485211144,0.8046255822448298,7.987748060333998,0.99984366583722,0.49580462383656937,0.9114977083357241,0.7266497399547489,0.9569060629783828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,-2,12138.050503607177,2054.9296875,1581.4890355640673,7431.03125,1025.5347026422241,176.62538583751302,0,0,0,-131.55955793662724,0,0,0,0,0,12.734082396776628,0.986406339160561,2.0533788658905845,0.9874625217240253,1.4300437156652257,0.6983301004325714,7.985029132747883,0.999840663058555,1.2829398272400467,0.8953591727777391,0.07719188170125707,0.021342498760747362,0,0,0,0,0,0,-0.09450102646833035,0.5025901052544285,0,0,0,0,0,0,0,0,0,0
95,-1,12274.740460765466,1649.2890625,2506.634425522876,7360.03125,494.58302447816277,286.1760036826199,0,19.017348994475753,0,-40.99065441266765,0,0,0,0,0,13.82911422536404,0.9842926226784842,1.8934772923737768,0.9879686994910803,3.1927938810022867,0.828804789409183,7.990535764981077,0.9998510519159355,0.3721947507461114,0.5562545123169347,0.41241899721688235,0.9136677326155898,0,0,0.01063102470352964,0.1579228711676609,0,0,-0.04293748565957333,0.4859294182603465,0,0,0,0,0,0,0,0,0,0
96,-2,12865.968383890653,2607.171875,2334.619213599188,7396.03125,70.37028253791141,428.07340132352874,0,0,0,29.70236143002421,0,0,0,0,0,13.901240704809126,0.9923415729152752,2.6782530302081082,0.9953809973447336,2.723950944386436,0.8555228901896231,7.986173150874323,0.9998240921763522,-0.027451512482969086,0.008742953743742716,0.5171646972247083,0.8906257377601307,0,0,0,0,0,0,0.023150394598529866,0.45715127657690485,0,0,0,0,0,0,0,0,0,0
97,-1,11264.753169994754,1535.44140625,1287.9258191477857,7407.03125,561.0221628245345,473.3325317724341,0,0,0,0,0,0,0,0,0,11.752788100763357,0.9803812102248309,1.323957721883503,0.9632620096163225,1.3068084827183655,0.41654004268512806,7.988842889661249,0.9998622909064216,0.6059966519839504,0.7721916668261969,0.5271823545162962,0.9147981062804793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-2,11339.197565921304,2048.9365234375,969.8580923013069,7415.03125,868.9414461998967,-29.36693375134564,0,0,-8.07321926808757,73.8704070020334,0,0,0,0,0,11.66600898980947,0.9967433943556455,2.049811454950127,0.9908091446079096,0.890099163238945,0.5958950277524807,7.988041581307206,0.9998862484619749,0.9394342944524691,0.7534413651858879,-0.2662039685126021,0.3754234560441572,0,0,0,0,-0.008271913413423058,0.3715910313477324,0.07309837778676322,0.6144312160070035,0,0,0,0,0,0,0,0,0,0
99,-1,10740.075127895734,1420.59375,481.36678124644095,7379.03125,939.6805206285208,519.4028260207724,0,0,0,0,0,0,0,0,0,11.533319253041311,0.9879411181470824,1.3872982439212909,0.9823718694262878,1.0024342044685663,0.33533225931266547,7.983147731292263,0.9996197636197593,0.5993912481133936,0.5846796460546612,0.5610478252457458,0.9691703490726933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
