session_id,total_pnl,HYDROGEL_PACK_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,VEV_5100_pnl,VEV_5200_pnl,VEV_5300_pnl,VEV_5400_pnl,VEV_5500_pnl,VEV_6000_pnl,VEV_6500_pnl,HYDROGEL_PACK_position,VELVETFRUIT_EXTRACT_position,VEV_4000_position,VEV_4500_position,VEV_5000_position,VEV_5100_position,VEV_5200_position,VEV_5300_position,VEV_5400_position,VEV_5500_position,VEV_6000_position,VEV_6500_position,HYDROGEL_PACK_cash,VELVETFRUIT_EXTRACT_cash,VEV_4000_cash,VEV_4500_cash,VEV_5000_cash,VEV_5100_cash,VEV_5200_cash,VEV_5300_cash,VEV_5400_cash,VEV_5500_cash,VEV_6000_cash,VEV_6500_cash,total_slope_per_step,total_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2,VEV_5100_slope_per_step,VEV_5100_r2,VEV_5200_slope_per_step,VEV_5200_r2,VEV_5300_slope_per_step,VEV_5300_r2,VEV_5400_slope_per_step,VEV_5400_r2,VEV_5500_slope_per_step,VEV_5500_r2,VEV_6000_slope_per_step,VEV_6000_r2,VEV_6500_slope_per_step,VEV_6500_r2
37,28001.58766539698,17084.954868490313,10517.898035480845,1302.8718855633324,0,31.288397843157753,0,-434.6664312398259,-316.1841164514455,-104.41350817285957,-80.16146611653579,0,0,-21,-25,-6,0,1,0,13,-7,-1,37,0,0,223036,142747,8032,0,-159,0,-1675,-111,-78,-473,0,0,2.9023312792867872,0.9035970352840745,1.6578538096770552,0.7854557002045114,1.2510236374527042,0.9558128766316379,0.06647268193408674,0.2026263944834199,0,0,0.004634044375939224,0.547476071655333,0,0,-0.0400959272412395,0.90693908291918,-0.02947547588799709,0.25205430220962294,-0.009252856116992132,0.4520400474788786,0.0011713650932599557,0.005872654746418332,0,0,0,0
38,29998.052739543567,24171.964819220593,-2290.7123657928896,5259.089756070098,0,0,-83.47190308522255,-132.81779344025813,2707.700675306741,832.4592139428612,-466.15966267835273,0,0,-65,-70,-12,0,0,-1,17,-50,38,56,0,0,678094,378917,21748,0,0,159,-1425,1797,-1183,-700,0,0,3.447113724870894,0.9676548325546049,2.6367188189563437,0.9686570114275302,-0.027945391066264622,0.007326546495683838,0.5009912843380105,0.9680439536730052,0,0,0,0,-0.0101102320690431,0.7752426079740513,-0.01170815344147786,0.19147969662612963,0.31630264169100686,0.8297255739389384,0.10015052722685486,0.8104160034558572,-0.05728577076453752,0.7239612186098184,0,0,0,0
39,23212.56194753392,15431.965765816276,4638.921629540215,4995.917576710641,31.357535870137667,0,0,-352.52467420962876,-1187.3191691730144,-311.75090864734636,-34.005808373359045,0,0,-33,-34,10,1,0,0,11,-29,25,-21,0,0,334224,186858,-7907,-732,0,0,-735,3079,-524,57,0,0,1.6640964281268782,0.9186641586870666,1.270722745494799,0.8885457799709344,0.0360933451853118,0.009802335847800358,0.5416339185304968,0.9264498669655387,-0.0000734071257730359,0.0003434010390903468,0,0,0,0,-0.04424717489365463,0.19305380591467183,-0.11338770617998488,0.8371012770464409,-0.02399914612197392,0.3965231915290292,-0.0026461467623957536,0.10444182447717808,0,0,0,0
40,20615.465597585004,10074.0908630013,4050.091267879412,7872.780462144138,0,0,108.29839996423175,180.29414885167682,-311.32512191613273,-1422.0274692162839,63.26304687666025,0,0,-80,-70,-6,0,0,1,-4,-28,-80,-19,0,0,808280,363272,15425,0,0,-224,448,1089,1071,109,0,0,2.1132594864995506,0.8754559615284451,0.8034563304405317,0.6696176356257555,0.5119928453974706,0.699023487738435,0.8120109842894867,0.9708539485266633,0,0,0,0,0.005703351225189417,0.42297161870525013,0.01960602956902007,0.4604787979777782,0.0015214853841280756,0.0023239638519451356,-0.054597186215365086,0.16621307958404447,0.01356564640913776,0.5803635766910301,0,0,0,0
41,13211.431896359105,8142.206119532988,177.14004711311009,5586.006710381604,0,36.54681815602504,0,159.45370362287338,-929.4788048477728,56.743576537162056,-17.186274136883696,0,0,-26,1,-22,0,-1,0,5,4,29,-15,0,0,268832,-5031,32963,0,187,0,-509,-1072,-8,101,0,0,1.5870831834248889,0.7442511869119295,0.9688183456900371,0.5772582793695284,0.08195293680202397,0.1275293631841849,0.669420918844478,0.9293739482999853,0,0,0.0006247595349248482,0.026969686350634757,0,0,0.013687687743106487,0.2577582281655284,-0.13762759865443225,0.869519452093968,-0.009787602136502892,0.19433274816574844,-0.000006264398759138543,0.0000025934504718698357,0,0,0,0
42,29807.728095919316,19271.798437589023,9290.13046003008,1462.9777490898487,0,0,0,272.3745765355304,91.23063133896741,-552.1495185405599,-28.63424012357376,0,0,-33,-23,-33,0,0,0,-13,-1,27,19,0,0,355126,130143,47499,0,0,0,1303,162,-298,-291,0,0,2.5484237949470026,0.6925812033674026,1.8815179056916187,0.9237719341750222,0.6440232084871231,0.3704913736885748,0.017894866655815668,0.0005977459439352457,0,0,0,0,0,0,0.052308694060041475,0.5339024443374379,0.018731246764908168,0.706458717541968,-0.06375770851025864,0.5508798173095631,-0.0022944182021739554,0.07605688047663685,0,0,0,0
43,35990.658428618604,26309.77415198204,3372.7748434946407,6344.836805042443,87.65136894876582,16.51208512759689,0,34.54833405176771,378.84250665699665,-588.5279801107731,34.246313425124725,0,0,-66,79,20,2,1,0,-3,30,35,18,0,0,672111,-416322,-18827,-1751,-303,0,245,-2297,-352,-62,0,0,3.32696078111794,0.9649812180195074,2.1347214607030183,0.8902496529455359,0.5458287967988449,0.6417692974303014,0.6110092858445482,0.9891613123412921,0.004249580687563755,0.49078090628697013,0.0010781963845903758,0.3311480905068498,0,0,-0.0019226994208916051,0.03960037548991308,0.09554486572207045,0.6422964480921513,-0.06461269543939212,0.7778657317940645,0.0010639898376403746,0.021777697831926398,0,0,0,0
44,25820.22359941052,12835.5416735186,6840.126735133759,4727.736520655071,26.705243939506772,77.34546726737796,-7.759577539110097,397.14243283336987,703.6061489413328,138.08195954932998,81.69699511128555,0,0,-65,-58,3,-1,-1,-1,-7,21,-17,10,0,0,660677,314555,882,690,261,171,1265,-2151,272,-34,0,0,2.5704015939180245,0.8661879696781096,1.2843570064172876,0.7643104227977312,0.6735521781957747,0.7027871564847687,0.4811720284500347,0.966937952555448,0.0007281641413824515,0.16828887429524386,0.01483850046661451,0.5546987022883993,-0.003995368368675497,0.2980868317749194,0.0560356694386174,0.8387866516026464,0.04700478146856631,0.4103250035445939,0.01285838845196241,0.3932655338517277,0.003850245256435225,0.05152306844286626,0,0,0,0
45,24113.88603133387,12531.287084953627,6899.380987348559,4169.773792793429,5.666625450583183,-56.52336555939718,-8.72855383882819,326.8839676599173,187.31049085474572,-75.5958215284472,134.4308231996825,0,0,80,52,-31,1,-1,1,11,-5,5,-13,0,0,-785442,-268152,43879,-699,272,-51,-1485,399,-212,87,0,0,3.333302296816216,0.9533499487079787,2.213507131028886,0.8657078001661541,0.5526412075797137,0.8774873534676872,0.5110281326453461,0.9536552352781063,0.0031799782632922035,0.5539371247387321,-0.0030627203285666267,0.37772083724633043,-0.0022055962594407417,0.3344295196373765,0.022417713905690022,0.2955600727055262,0.02586063288736203,0.6856792377009542,-0.008320248509462174,0.08179879483717996,0.01825606560338664,0.7703122441689072,0,0,0,0
46,18869.558360293217,6512.245197197422,11262.098710038292,1214.8114573208077,0,0,0,-22,315.3366500416945,-181.74662214265675,-231.18703216234275,0,0,58,38,25,0,0,0,0,-6,10,-11,0,0,-561601,-193707,-26575,0,0,0,-22,822,-257,-80,0,0,1.6531830861508126,0.854848764392522,0.41849430480463234,0.29210048252575527,1.0495684389771183,0.9186709233149518,0.17755511211759653,0.3689835778228295,0,0,0,0,0,0,-0.0017754384143549623,0.003932172585812124,0.0638216662669485,0.7942024600222807,-0.026442574393504198,0.682254244989093,-0.028038423207623994,0.6705270520194352,0,0,0,0
47,32567.758240190167,8800.453605227638,15368.903477488828,7258.928191953644,-119.85595989421631,73.9398692263099,66.6469228055742,665.0051908547855,454,122.03885960240066,-122.30191707480046,0,0,-63,5,80,-1,1,1,-2,0,-17,13,0,0,641271,-9876,-96572,837,-273,-77,698,454,268,-106,0,0,3.493383588648043,0.8688384575753293,0.5491587774359981,0.22901142835330782,1.8151032020542033,0.9674753265445174,0.991019558145907,0.8879614479002639,-0.014084169303327768,0.6906957676444698,0.005625676589915661,0.09749957077921884,0.002405190583905503,0.2954663921161772,0.08736272825108267,0.875031089992136,0.05924996301995644,0.4556282498622883,0.011241004571537207,0.36987849333659056,-0.013698342701153892,0.5304003137719479,0,0,0,0
48,36721.7673372746,28910.557001180336,6645.269719221687,487.2416166430339,29.7084620163904,0,0,182.07463588180246,483.3771814799286,-21,4.53872085141996,0,0,14,57,77,-1,0,0,3,34,0,-1,0,0,-115668,-291719,-85335,831,0,0,-255,-1236,-21,2,0,0,2.6566206481299677,0.8289219835145287,2.1780846577443906,0.8232980072953819,0.6262305667356394,0.7609340581836919,-0.21049532507418853,0.36793178516995617,0.000889884491331779,0.271962434697494,0,0,0,0,0.03380274918783446,0.6391047568856755,0.02895217431811756,0.039739008872193365,-0.0019251460120961034,0.07059169295246737,0.0010810867389317912,0.771245977375196,0,0,0,0
49,29389.44363908651,14432.614128381712,8349.887262872217,6705.079731374062,0,0,0,240.66176326866253,-262.26952816052795,-48.508369469251654,-28.02134918036785,0,0,-27,-18,-34,0,0,0,9,13,-3,7,0,0,277239,102559,49965,0,0,0,-1119,-625,-17,-62,0,0,3.087556964674535,0.9772356672782977,1.5097884884991273,0.8953563422810132,0.9494091046547122,0.9241645235726755,0.6437899806402081,0.9813524846862991,0,0,0,0,0,0,0.02526745181828978,0.8383723389875347,-0.034964849703611675,0.7414736820920329,-0.00350738511006417,0.02070497397537013,-0.0022258261240779165,0.30241203378048115,0,0,0,0
50,16445.60935428926,6041.73252567507,2514.9924199737143,7084.510705849687,0,0,0,513.7713795964062,201.36714220343606,64.0270795271063,25.20810146383823,0,0,3,-70,46,0,0,0,5,-37,5,-2,0,0,-23627,364113,-52747,0,0,0,-371,2099,-26,29,0,0,1.262158759270387,0.7856987596670557,0.5565181378375035,0.5658850433112416,0.01343006810149858,0.0009729372861353708,0.6444017466311721,0.9833274531853174,0,0,0,0,0,0,0.046435801779540826,0.8058021224495693,-0.023110774281968244,0.14783618246835173,0.020478151207625653,0.3132565062723674,0.004005627995047288,0.76579873783322,0,0,0,0
51,50598.564603388295,33117.30825050381,9135.46548698697,9439.805077959914,0,0,-48.5637709003708,-9.673022016332851,-971.6416333733882,-23.742318028278532,-40.393467744032165,0,0,1,-70,57,0,0,-1,-3,46,-30,16,0,0,22590,376631,-66344,0,0,225,205,-3457,477,-169,0,0,5.4587783142763,0.9609265687201719,3.6674887547409964,0.9458817170873792,1.0132555672603891,0.9286658123170451,0.7848916382950013,0.8896282798942527,0,0,0,0,-0.0022657701461932887,0.3009785059679625,-0.0049946163533559264,0.1728528975369692,0.0206302350195192,0.011412327932308026,-0.021744459597844525,0.5489782158702553,0.0015169650577941392,0.05139615409343013,0,0,0,0
52,26992.19569957338,14366.658517409378,9760.666595001356,1562.4486505584646,0,191,0,51.14610094726572,736.9947355620927,34.046192154934005,289.23490793989095,0,0,-8,38,-57,0,0,0,-11,-60,41,53,0,0,91990,-188731,76143,0,191,0,1265,-901,-76,-616,0,0,2.241235182376026,0.8284559054627626,1.1336016185582143,0.6628281511618113,1.4347586008610282,0.7729487810826904,-0.44949259360306715,0.412620631449163,0,0,0.021021870322503116,0.8400096852724227,0,0,-0.0020844297574310294,0.01138200362021496,0.08340348580004359,0.6928281484203177,-0.00366958238966696,0.01763662872906552,0.02369621258438387,0.7916680124520294,0,0,0,0
53,39011.18059534152,23233.96164880786,9970.56514851896,7317.561747400914,-19.410920824940376,0,0,605.0104964891989,-1898.9371844921602,-122.43496413941685,-75.13537641890237,0,0,55,-1,-12,-1,0,0,-13,-14,3,7,0,0,-538669,15127,23097,887,0,0,232,-404,-264,-41,0,0,4.098755827979036,0.9786627143408807,2.5181845167693515,0.9753016144676423,1.0657354546809916,0.8803107676532202,0.7393151664526545,0.977762390787387,-0.00036288228671884997,0.11586681117610138,0,0,0,0,0.032258561962988624,0.45861377026230843,-0.22471636877677714,0.8268481777795998,-0.02096727057669507,0.8065448997793342,-0.010691350246750745,0.7475222737574359,0,0,0,0
54,40244.05581015653,24877.685428031196,10634.247783468927,4672.286595265417,0,-22.408476672107156,0,198.5281885748086,472.3488102054216,-470.2622017371383,-118.37031698000038,0,0,-37,-8,20,0,-1,0,-1,-11,-42,-21,0,0,391904,52776,-20707,0,260,0,362,568,64,280,0,0,5.013555241537369,0.9437101437334223,3.471315094627165,0.9083500261236255,1.1330124194049123,0.944328397572082,0.4252567187060586,0.9364288976073359,0,0,-0.006355384419834176,0.5167854339092779,0,0,0.02805756566195674,0.673809407824805,0.03199522220090757,0.387716649964778,-0.05597624306911808,0.4331254164476849,-0.013750151574680071,0.8080152542487556,0,0,0,0
55,38005.08844370147,29739.65964753274,2392.61826607096,4732.00584195937,0,72.73440785172522,0,139.68304163586373,1057.292860286654,-176.39692691951,47.49130528366551,0,0,61,-3,-4,0,1,0,-7,-2,-6,-15,0,0,-570548,18364,10376,0,-257,0,368,1263,-133,122,0,0,3.284879954194159,0.9723342144048931,2.610281277320486,0.9366980247235077,0.20875592547969918,0.13222967198617244,0.35705351559115645,0.6998794244640907,0,0,0.005818554982369998,0.705137484620092,0,0,0.000024298350834609875,0.000004370843138140363,0.11280941892389167,0.7351983179425507,-0.01483051956307011,0.671899696164003,0.004967483108751118,0.23275112633045378,0,0,0,0
56,44879.4765230651,25372.12507458264,13533.446061159222,6023.899286810255,11,0,0,-156.03663548099195,199.0347743278735,-96.46858529537367,-7.523453038525446,0,0,80,11,-3,0,0,0,5,40,2,12,0,0,-778591,-43024,9883,11,0,0,-444,-2677,-97,-57,0,0,3.8562149802093826,0.9426037596023562,2.0173862784115792,0.9036633529374227,1.2763455516069706,0.8775622759098277,0.5762820758054156,0.9851924457473467,0.0007790514395404121,0.32423505088828314,0,0,0,0,-0.017321893870328876,0.4228425210228936,0.011945215383314996,0.02333416870910881,-0.007813732193499743,0.6092435015579437,-0.0013875663736453575,0.15197131430992725,0,0,0,0
57,26644.363720686008,16066.265329951217,7293.78294149274,6197.335706379774,0,0,0,-153.2993491844203,-3046.558675422161,333.9293921991589,-47.09162473029886,0,0,17,-43,37,0,0,0,2,29,16,27,0,0,-153476,232009,-36982,0,0,0,-485,-2574,-172,-222,0,0,2.647369138333054,0.9628019284649278,1.7210925618775825,0.8985593573424506,0.6455058032104389,0.747717385794094,0.7063129129261871,0.9740410478162472,0,0,0,0,0,0,-0.023271933569168683,0.6444226290174587,-0.425289355510087,0.902188036739647,0.03188624528367502,0.7216856210195254,-0.008867095885569456,0.26079397174230046,0,0,0,0
58,33726.44683725076,20740.747586993442,5045.2876852587215,9262.847786580733,-30.578199976384894,23,-8.63093054433861,-16.916832666128926,-1904.9066050002468,724.3751460897636,-108.77879948479824,0,0,50,75,-4,1,0,1,-9,72,40,36,0,0,-478849,-391193,14337,-895,23,-127,763,-3103,-132,-600,0,0,3.8699784421542893,0.926365754035405,2.526592636941056,0.9543580111678999,0.2624526523760246,0.1965778682328221,1.3041844434637604,0.8680380347046126,-0.0011615960893588135,0.14666491984117713,0.002212910317178024,0.4407301722690065,-0.002877345766984568,0.5465348197052884,-0.00880602682651375,0.06285710898589257,-0.2520427340355459,0.7558931671340811,0.04395719881619232,0.30908920902658116,-0.0045336970415072435,0.1764865662288446,0,0,0,0
59,39041.1386313089,21488.80063577299,10639.060898650787,7526.944099859233,-81.50908958405364,0,-29.397575607140254,18.115995562377066,-541.9046498293133,-43.28065332202823,64.30896980605138,0,0,-26,-80,30,-1,0,-1,-19,6,20,24,0,0,276322,434076,-29506,785,0,195,2078,-792,-794,-127,0,0,4.194832393435287,0.971959656317992,2.375074688949847,0.9414319884279477,1.160390845117876,0.9413286981922447,0.6920773409667059,0.8265767889517239,-0.007155351096489881,0.6087470450271877,0,0,0.0020839582439836244,0.0718733218708254,-0.011435019866880277,0.18998289946396688,-0.03394581919812009,0.20582060353776457,0.006520071581842172,0.039059513670155865,0.011221678736535241,0.2722509381631933,0,0,0,0
60,20749.364401301234,8894.506800560863,8148.171933873789,5681.327159801272,0,0,68.94448710996525,52.94866573723925,-2252.478704683663,61,94.94405890176981,0,0,-75,-56,3,0,0,-1,1,-44,0,6,0,0,735297,303957,1710,0,0,112,-20,1156,61,3,0,0,2.8547348501556193,0.9616115515289689,1.683996760533245,0.9329456963723164,0.7490449000342,0.8667902249347998,0.5687879573012024,0.970500480023157,0,0,0,0,0.010625316856487335,0.7467335962391277,0.01740148005341576,0.6079009468867076,-0.1979535070384398,0.56567457034834,0.015997515506432743,0.33869878925841784,0.00683442690909516,0.729335530309117,0,0,0,0
61,40466.79609048739,27205.448984515562,7842.00490971707,6109.777563486286,21.376123898614765,-44.116105778935605,0,232.38524259646556,-978.1683920748242,137.2253658869082,-59.13760175975858,0,0,27,78,11,1,1,0,-19,-41,-13,-32,0,0,-249289,-405705,-7509,-761,-292,0,1706,1166,137,452,0,0,4.1078488623879315,0.9727545834662878,3.000895238023719,0.9344851378267942,0.6140880402917365,0.8715232692090847,0.5070583281055696,0.9830440761891178,0.005841980750048381,0.5127994886637336,-0.002071692137493522,0.11482440924761494,0,0,0.03901171933952444,0.6344043192910053,-0.0737980973072934,0.5921699689066358,0.016767969525845274,0.4021242749374455,0.00005537579619506148,0.000022000575698519997,0,0,0,0
62,13861.9055581943,7872.090272334521,3510.3956258150283,2700.914917995513,0,87.14999629208,30.300999728955446,353.21588748030547,79.00254458168843,-564.2075216934113,-206.95716434038195,0,0,35,72,42,0,1,1,-3,17,27,42,0,0,-340049,-370990,-50368,0,-216,-212,1101,-1308,-521,-254,0,0,1.1328347984994311,0.61130363552746,0.5335535372282472,0.19259858620345058,0.18126141823210254,0.14039469230520926,0.44041752610497514,0.9252290442985378,0,0,0.013401740187046271,0.594052295270187,0.00036533090804066233,0.08603139808131528,0.05135754823663222,0.916962888919806,-0.013134516495610359,0.059226535940827385,-0.06072092865090146,0.7172385419139685,-0.013666857251135771,0.4777598213887032,0,0,0,0
63,32400.366204395228,16400.84160761867,6856.454976352106,7663.354039425918,0,0,0,287.97857080480435,1174.362030930469,-3.358167700600461,20.73314696386356,0,0,23,-74,59,0,0,0,-9,-2,-23,13,0,0,-214356,396718,-61577,0,0,0,1702,1126,718,-210,0,0,3.3176662529333543,0.9654585454080947,1.8038485720029491,0.9242315241340515,0.6059577324079705,0.8951662245722841,0.6984208002442273,0.9110770251772874,0,0,0,0,0,0,0.02967142656522718,0.26293928978489106,0.18341319671379785,0.8036465334673704,-0.0035791923536641515,0.04403761806913921,-0.00006628264715121026,0.0003019894349455034,0,0,0,0
64,19587.247483509083,14661.052094276383,971.279084722366,3569.1879641846094,-67.42128642469231,0,-20.868706739874142,-171.495559676629,317.80237006518087,141,186.71152310174193,0,0,-16,48,2,-1,0,1,11,-2,0,-3,0,0,173949,-249794,1130,713,0,-139,-1557,371,141,235,0,0,1.6901607914989858,0.8445663450784044,1.608870510515521,0.9778664126747618,-0.28775264670405554,0.15700455432075858,0.35241214356573614,0.9730208937788531,-0.0038940124766047328,0.5081007783112403,0,0,-0.0011965559502530312,0.24130426809804148,-0.04451954193048768,0.2531784439139977,0.00512688488333826,0.028209246738278657,0.03640256978231287,0.47223094443398,0.024711439813487963,0.8580373228378733,0,0,0,0
65,19228.665216580124,5185.670794001722,3792.235268702265,10719.900181719584,0,48.485124912831225,-141.5735199136891,-226.19109705145422,-390.7947527809912,247.73794629188504,-6.804729302021485,0,0,45,-24,5,0,-1,1,3,-26,-30,26,0,0,-435504,131284,3295,0,381,-206,-447,508,112,-420,0,0,2.1100758744265073,0.8485796588437272,1.0640096280084101,0.5057707871529022,0.22736704451151554,0.5848538390151281,0.8904189808172996,0.9437525300875851,0,0,0.006177721151707223,0.7322237648282908,-0.010604107316530264,0.7684191317581051,-0.03008994297058458,0.5880713607288691,-0.06095589700002389,0.8352296137831258,0.023657425764559682,0.7956849671378009,0.00009502146012873492,0.0003886740065880868,0,0,0,0
66,18023.98242775483,13480.11271497191,2258.31098672995,3070.1716983355655,0,0,-21.81172233495147,-245.62203699311644,-546.4904719550268,-24.359166533147317,53.67042553364258,0,0,-25,35,-34,0,0,-2,1,-60,25,-20,0,0,267385,-179079,49794,0,0,364,-382,5354,-278,83,0,0,1.4014756265424144,0.7599670863484097,1.284934894357855,0.7240638921986418,-0.025017795146580677,0.0017147954407134955,0.15349329404671488,0.394874572772845,0,0,0,0,-0.00642603489277345,0.45109480950633485,-0.042932838214405654,0.7546565460317302,0.0426935684134569,0.18774424654048033,-0.00776733118254689,0.12257761799571834,0.0024978691606725883,0.054750348114407814,0,0,0,0
67,30302.47827808827,20665.933905860227,3955.5999054351705,5622.108110189243,70.38277124919864,-164.11374259635306,0,-82.08250658280937,202.10682677710383,-59.844924425329936,92.38793218181921,0,0,-2,51,9,-1,-1,0,-2,15,-14,-10,0,0,40472,-259008,-5604,742,267,0,125,-1136,-173,81,0,0,2.8742685729783037,0.9300990029113488,1.9437625605420483,0.8778513166562057,0.3983127211538378,0.7823164727464486,0.5382022258587978,0.9809200874744745,0.005819045169026817,0.208983749963076,-0.016335053019930913,0.8607238047934518,0.0010624545444382573,0.22660595961676686,-0.009286969962596849,0.17534489464502165,0.02413908948645652,0.3514333651383976,-0.023519465461097688,0.4876154796002547,0.012111964667299758,0.7267770168586606,0,0,0,0
68,26749.926985719427,14588.801869165065,7092.545342798883,5693.112340265116,0,0,0,190.80260025033596,-513.9160334054419,-283.423195258372,-17.995938096158795,0,0,20,-13,8,0,0,0,-6,21,-19,-4,0,0,-182796,77789,-4118,0,0,0,400,-423,35,3,0,0,2.3172167806924953,0.8628633962397078,1.3970740654452334,0.8774099228513987,0.41940211507573155,0.3476791051531421,0.5571547266146617,0.9429779186484354,0,0,0,0,0,0,0.01749547289013142,0.8350015361681355,-0.04270061483051591,0.6468814098107933,-0.03026641837631605,0.7642912335732224,-0.0009425661264299074,0.2830007405259423,0,0,0,0
69,35932.1629221629,23989.653982857504,6352.22665560554,5156.737334667767,47.540205120310475,0,0,123.27043806989067,64.77039012345006,94.82752066200703,103.13639505642362,0,0,-17,57,7,-1,0,0,-3,-11,36,16,0,0,195248,-298129,-4429,864,0,0,353,1003,-366,-75,0,0,3.732444676947199,0.9924477370037732,2.5577360759903525,0.9848901944879657,0.592582508827456,0.9120742840316506,0.5395839774935315,0.9767136589636901,0.0013963797769981844,0.18650280021165755,0,0,0,0,0.009610913274065304,0.2690905770776467,0.019252366131307635,0.2742108894408712,0.008126120179101456,0.19275947662342602,0.004156335274361388,0.42244379248105024,0,0,0,0
70,24935.205646527356,13952.462702084973,2755.4925420411164,8219.765022945285,0,0,-29.05648895861873,-302.37674909262205,109.39298653023843,126.47832923107512,103.04730174590644,0,0,-18,-80,48,0,0,-2,-13,22,-4,-3,0,0,194026,430770,-49351,0,0,367,1170,-1601,164,112,0,0,2.600025759437823,0.8642401128130776,1.413256683034626,0.7934723629618042,0.3781986866223379,0.5507217929359592,0.7995277494858054,0.9663715472113538,0,0,0,0,-0.0008386836901727807,0.0027555156385393647,-0.039055936379393745,0.31789684010234914,0.01991089836345981,0.3241667110626055,0.015490479847019643,0.5303585804516521,0.013535882154157231,0.8268746390841762,0,0,0,0
71,44197.688306455224,32396.140921851504,4394.046427237452,8341.961054634914,13.38211485685656,-90.6720481505534,-74.09085323541728,-602.755344885824,-68.4920109726333,-135.98236376169734,24.150408880623445,0,0,65,80,-77,-1,-1,1,17,-7,-12,27,0,0,-636315,-422367,103936,818,224,-149,-1168,316,189,-286,0,0,4.495148429375019,0.9718760550321026,3.3365454173254068,0.9485020604611986,0.36986504970436423,0.5458255980860691,0.939496034449844,0.8914363842118412,0.00018465579154560796,0.00329556385844504,-0.00962126751486509,0.6576700776982254,-0.003290493623604841,0.3000997099802931,-0.08580846930900601,0.8048958881072914,-0.039076230359820184,0.43132671399482425,-0.01704035024960761,0.5547127565855904,0.00389408316083512,0.22007684870316419,0,0,0,0
72,38139.892171714964,21752.723449482874,6000.822963649945,11976.510255968056,8.606529682918108,0,-10.791952087103937,-228.37712037179006,-1739.4833293750073,392.1407025947288,-12.25932782965981,0,0,28,21,13,-1,0,-1,-4,47,6,11,0,0,-261972,-104340,-7264,758,0,66,298,-1492,54,-71,0,0,4.143155676748965,0.9686105192230934,2.2974814123119653,0.9368676325608244,0.6208145331833526,0.7793152183756114,1.3317130808332818,0.9822012782396501,0.0011950444848086868,0.2669461210908298,0,0,0.0002484398163082417,0.05118685734225871,-0.033058007888064365,0.5852322599424621,-0.12613766040032645,0.8195220737256332,0.05203313879896561,0.8953617261412713,-0.0011343043914205362,0.0362756629857942,0,0,0,0
73,19208.88622023849,14638.613394202315,1140.8096719050081,5252.72105617373,-5.219307346639084,0,30.050937740998364,225.9393190676966,-2053.9716112845645,-2.5800314640091244,-17.477208756047084,0,0,49,75,1,1,0,-2,4,50,8,3,0,0,-479545,-389166,3867,-751,0,132,-332,-2602,-143,-16,0,0,1.5031463861796082,0.7458162981450898,1.2558981990026117,0.6302972842123167,-0.14975244860032716,0.1664543155801961,0.5299981213298277,0.96316270137638,0.004642383697864317,0.26468737404013104,0,0,0.006612048830342348,0.5433414594825003,0.012783062311030949,0.2758682628724495,-0.15615114638279623,0.6584292833937879,0.001046903281945346,0.0021517735865564376,-0.001930737290868647,0.4569798571209739,0,0,0,0
74,5263.816234740765,-3169.0207182064187,2673.1539145368733,5455.949630292658,0,0,-7.982843436078497,561.6561645905276,-299.92099778573356,62.67392448033934,-12.692839731402373,0,0,69,-21,-11,0,0,-1,24,-31,7,11,0,0,-685232,112520,19834,0,0,158,-2223,1711,85,-66,0,0,1.2544415232058792,0.6361117764124364,0.19068753670376046,0.0629575847880679,0.3787586672698157,0.5653566913846811,0.6469738428990689,0.9548926204143743,0,0,0,0,-0.00039030326707697717,0.002985394850936095,-0.006937893821613941,0.007984463536249571,0.037611456560867486,0.38016149970876895,0.010171953604241347,0.3115313886719497,-0.002433736743187038,0.34786046584135927,0,0,0,0
75,39943.32422722604,12252.860398977646,17376.023907744995,9563.066516739025,41,99.25972462144131,0,83.86011241461311,277,321.1990462989899,-70.9454795706713,0,0,-42,36,-62,0,1,0,-1,0,-50,-13,0,0,435613,-177674,85170,41,-220,0,191,277,175,245,0,0,4.413364669518342,0.9670705390650977,1.5504906121712803,0.8608730365644776,1.8187927145437799,0.9399531140200817,0.8722472356642923,0.9610418102327841,0.004432395759958891,0.390553655461934,0.013078502688996355,0.7819091666911749,0,0,0.01378496650142973,0.3553348985673914,0.06663418437328511,0.654902059373821,0.07822566175257782,0.7702925693174381,-0.0043216039372919405,0.5697458964825668,0,0,0,0
76,11964.522917661827,4592.960765767028,3740.9722153020557,4918.5024570982005,0,-33,0,-225.59817157652697,-1212.1346675263035,63.611420591634044,119.20889800574031,0,0,68,-63,-9,0,0,0,21,-14,-37,-5,0,0,-669217,340283,16336,0,-33,0,-2505,-354,493,154,0,0,1.357871971065703,0.6946202296021419,0.25140803705452824,0.3589085517215594,0.6648199521941853,0.6309691848243347,0.5589919903569979,0.9796365854328718,0,0,-0.0033167548844897964,0.49345886770763436,0,0,-0.021436669228651055,0.05719141299303916,-0.1260357178229627,0.6199785672512539,0.022906142848843312,0.23530167565884177,0.010534990547276754,0.5692393631613036,0,0,0,0
